,aveaccuracy,cancertype,computationtime,kfolds,kstrat,maxsinglefold,method,minsinglefold,ntrees,std,timestamp
0,0.6232142857142857,leuk,0.052332847990328446,10,False,1.0,RandomForestClassifier,0.14285714285714285,1,0.27426269434650435,2016-07-29 14:42:36.900663
1,0.7928571428571429,leuk,0.43416179399355315,10,False,1.0,AdaBoostClassifier,0.5714285714285714,1,0.11578260769605234,2016-07-29 14:42:37.334848
2,0.8053571428571427,leuk,0.6826796079985797,10,False,1.0,DecisionTreeClassifier,0.42857142857142855,1,0.18218661939262798,2016-07-29 14:42:38.017615
3,0.7980769230769231,bladder,0.0857139439904131,10,False,1.0,RandomForestClassifier,0.5,1,0.17567494525552738,2016-07-29 14:42:38.416498
4,0.9198717948717947,bladder,0.6963764539978001,10,False,1.0,AdaBoostClassifier,0.75,1,0.07321455774735443,2016-07-29 14:42:39.112898
5,0.8448717948717949,bladder,1.1086805800150614,10,False,1.0,DecisionTreeClassifier,0.08333333333333333,1,0.2644694986446386,2016-07-29 14:42:40.221660
6,0.6561904761904762,liver,0.16033160599181429,10,False,0.9,RandomForestClassifier,0.15,1,0.1976683816791301,2016-07-29 14:42:40.771941
7,0.8430952380952379,liver,0.9148374949872959,10,False,1.0,AdaBoostClassifier,0.2,1,0.24007852551342115,2016-07-29 14:42:41.686852
8,0.7811904761904762,liver,2.4827739459869917,10,False,0.9523809523809523,DecisionTreeClassifier,0.4,1,0.15619646475162946,2016-07-29 14:42:44.169609
9,0.726923076923077,prostate,0.023969356989255175,10,False,0.9285714285714286,RandomForestClassifier,0.6428571428571429,1,0.08230945287807344,2016-07-29 14:42:44.213175
10,0.7835164835164836,prostate,0.035295847977977246,10,False,0.9285714285714286,AdaBoostClassifier,0.6428571428571429,1,0.08049778712884587,2016-07-29 14:42:44.248538
11,0.7274725274725274,prostate,0.1178750749968458,10,False,0.8571428571428571,DecisionTreeClassifier,0.6428571428571429,1,0.06801656318876385,2016-07-29 14:42:44.366501
12,0.7714285714285715,colon,0.0188855679880362,10,False,1.0,RandomForestClassifier,0.3333333333333333,1,0.22441660319901294,2016-07-29 14:42:44.474176
13,0.5404761904761906,colon,0.10568585200235248,10,False,1.0,AdaBoostClassifier,0.16666666666666666,1,0.29180997451164997,2016-07-29 14:42:44.579933
14,0.7023809523809523,colon,0.18790797601104714,10,False,1.0,DecisionTreeClassifier,0.3333333333333333,1,0.2781233677880206,2016-07-29 14:42:44.767926
15,0.6571428571428571,leuk,0.06504389102337882,10,False,1.0,RandomForestClassifier,0.14285714285714285,2,0.2130619819753522,2016-07-29 14:42:45.178042
16,0.8160714285714287,leuk,0.7817237690032925,10,False,1.0,AdaBoostClassifier,0.42857142857142855,2,0.18176606685854346,2016-07-29 14:42:45.959788
17,0.8482142857142856,leuk,0.6874152880045585,10,False,1.0,DecisionTreeClassifier,0.625,2,0.13998223283761435,2016-07-29 14:42:46.647286
18,0.8647435897435898,bladder,0.12490538400015794,10,False,1.0,RandomForestClassifier,0.5833333333333334,2,0.13569318225584007,2016-07-29 14:42:47.067096
19,0.8871794871794872,bladder,1.1898153260117397,10,False,1.0,AdaBoostClassifier,0.75,2,0.08412835752063035,2016-07-29 14:42:48.256935
20,0.8282051282051283,bladder,1.0988891550223343,10,False,1.0,DecisionTreeClassifier,0.3333333333333333,2,0.2566793459815523,2016-07-29 14:42:49.355857
21,0.6478571428571428,liver,0.1855344109935686,10,False,1.0,RandomForestClassifier,0.35,2,0.2049872790699434,2016-07-29 14:42:49.919482
22,0.714047619047619,liver,1.5815976910234895,10,False,1.0,AdaBoostClassifier,0.15,2,0.3033532362462004,2016-07-29 14:42:51.501124
23,0.7954761904761904,liver,2.4725280049897265,10,False,0.9523809523809523,DecisionTreeClassifier,0.45,2,0.13587480064841737,2016-07-29 14:42:53.973684
24,0.6818681318681319,prostate,0.0338125919806771,10,False,0.9285714285714286,RandomForestClassifier,0.42857142857142855,2,0.18825317671596978,2016-07-29 14:42:54.021905
25,0.7840659340659342,prostate,0.0768207170185633,10,False,0.8571428571428571,AdaBoostClassifier,0.6428571428571429,2,0.0640787501553427,2016-07-29 14:42:54.098804
26,0.7340659340659341,prostate,0.11819959699641913,10,False,0.8571428571428571,DecisionTreeClassifier,0.6428571428571429,2,0.07080027985865762,2016-07-29 14:42:54.217149
27,0.4976190476190476,colon,0.028189467993797734,10,False,1.0,RandomForestClassifier,0.0,2,0.2730216407659485,2016-07-29 14:42:54.327866
28,0.7023809523809523,colon,0.21252540501882322,10,False,1.0,AdaBoostClassifier,0.16666666666666666,2,0.2679497194516072,2016-07-29 14:42:54.540464
29,0.719047619047619,colon,0.19120879800175317,10,False,1.0,DecisionTreeClassifier,0.3333333333333333,2,0.2375708511098366,2016-07-29 14:42:54.732352
30,0.8446428571428571,leuk,0.13332295999862254,10,False,1.0,RandomForestClassifier,0.2857142857142857,5,0.2067190862311579,2016-07-29 14:42:55.199848
31,0.8446428571428571,leuk,1.7430735050002113,10,False,1.0,AdaBoostClassifier,0.5714285714285714,5,0.14941424746970677,2016-07-29 14:42:56.942942
32,0.7910714285714285,leuk,0.6787815850111656,10,False,1.0,DecisionTreeClassifier,0.5714285714285714,5,0.1312348144762366,2016-07-29 14:42:57.621787
33,0.9012820512820513,bladder,0.1716919989848975,10,False,1.0,RandomForestClassifier,0.5833333333333334,5,0.13351811653282133,2016-07-29 14:42:58.097011
34,0.8179487179487179,bladder,2.820809778990224,10,False,1.0,AdaBoostClassifier,0.0,5,0.3205666621443495,2016-07-29 14:43:00.917845
35,0.8455128205128204,bladder,1.1147184559958987,10,False,1.0,DecisionTreeClassifier,0.25,5,0.21270946284040596,2016-07-29 14:43:02.032598
36,0.7949999999999999,liver,0.2927678300184198,10,False,1.0,RandomForestClassifier,0.4,5,0.1690591880682466,2016-07-29 14:43:02.679701
37,0.824047619047619,liver,3.823228349996498,10,False,1.0,AdaBoostClassifier,0.45,5,0.1593440707394492,2016-07-29 14:43:06.502929
38,0.8,liver,2.5718927640118636,10,False,0.9523809523809523,DecisionTreeClassifier,0.4,5,0.14803321316362245,2016-07-29 14:43:09.074863
39,0.7763736263736264,prostate,0.07358887200825848,10,False,0.8571428571428571,RandomForestClassifier,0.5714285714285714,5,0.0890398135393452,2016-07-29 14:43:09.165818
40,0.8192307692307692,prostate,0.17866881299414672,10,False,0.9285714285714286,AdaBoostClassifier,0.6923076923076923,5,0.08301795977214146,2016-07-29 14:43:09.344510
41,0.7417582417582418,prostate,0.10172485199291259,10,False,0.8571428571428571,DecisionTreeClassifier,0.5714285714285714,5,0.08430082819345347,2016-07-29 14:43:09.446349
42,0.7523809523809524,colon,0.07094698000582866,10,False,1.0,RandomForestClassifier,0.16666666666666666,5,0.2821604374671533,2016-07-29 14:43:09.599535
43,0.7690476190476191,colon,0.4868247530248482,10,False,1.0,AdaBoostClassifier,0.3333333333333333,5,0.22689114534669416,2016-07-29 14:43:10.086479
44,0.7023809523809523,colon,0.16871837797225453,10,False,1.0,DecisionTreeClassifier,0.16666666666666666,5,0.2679497194516072,2016-07-29 14:43:10.255282
45,0.8321428571428571,leuk,0.19173528102692217,10,False,1.0,RandomForestClassifier,0.5714285714285714,10,0.12555997022319249,2016-07-29 14:43:10.851540
46,0.9,leuk,3.4505070819868706,10,False,1.0,AdaBoostClassifier,0.5714285714285714,10,0.14356965173029845,2016-07-29 14:43:14.302028
47,0.7910714285714285,leuk,0.6397931140090805,10,False,1.0,DecisionTreeClassifier,0.5714285714285714,10,0.1312348144762366,2016-07-29 14:43:14.941853
48,0.9173076923076922,bladder,0.2969424089824315,10,False,1.0,RandomForestClassifier,0.6666666666666666,10,0.12911376724237714,2016-07-29 14:43:15.571647
49,0.8352564102564104,bladder,5.688872030004859,10,False,1.0,AdaBoostClassifier,0.3333333333333333,10,0.25341276783288413,2016-07-29 14:43:21.260395
50,0.7865384615384616,bladder,1.120639297994785,10,False,1.0,DecisionTreeClassifier,0.16666666666666666,10,0.31705895456619965,2016-07-29 14:43:22.381119
51,0.8347619047619048,liver,0.5319283160206396,10,False,1.0,RandomForestClassifier,0.5,10,0.15566840739605609,2016-07-29 14:43:23.313541
52,0.7054761904761905,liver,7.80908219498815,10,False,1.0,AdaBoostClassifier,0.15,10,0.26574041943509824,2016-07-29 14:43:31.122508
53,0.7854761904761905,liver,2.5350817660219036,10,False,0.9523809523809523,DecisionTreeClassifier,0.4,10,0.15937252954823541,2016-07-29 14:43:33.657580
54,0.776923076923077,prostate,0.13016359801986255,10,False,0.9285714285714286,RandomForestClassifier,0.6428571428571429,10,0.09286201950911206,2016-07-29 14:43:33.803166
55,0.7829670329670331,prostate,0.348129254009109,10,False,0.9285714285714286,AdaBoostClassifier,0.6153846153846154,10,0.09495325819262845,2016-07-29 14:43:34.151381
56,0.7412087912087911,prostate,0.09991490902029909,10,False,0.8571428571428571,DecisionTreeClassifier,0.5714285714285714,10,0.0850300244606303,2016-07-29 14:43:34.251376
57,0.7357142857142857,colon,0.1350639250013046,10,False,1.0,RandomForestClassifier,0.3333333333333333,10,0.23915241489690298,2016-07-29 14:43:34.466942
58,0.8357142857142857,colon,0.9695268769864924,10,False,1.0,AdaBoostClassifier,0.3333333333333333,10,0.19733197738089017,2016-07-29 14:43:35.436540
59,0.6857142857142857,colon,0.1809587269963231,10,False,1.0,DecisionTreeClassifier,0.16666666666666666,10,0.26444654051266325,2016-07-29 14:43:35.617588
60,0.8714285714285713,leuk,0.354110534011852,10,False,1.0,RandomForestClassifier,0.5714285714285714,20,0.1622545241657221,2016-07-29 14:43:36.356792
61,0.8571428571428571,leuk,6.755052460997831,10,False,1.0,AdaBoostClassifier,0.5714285714285714,20,0.15649215928719032,2016-07-29 14:43:43.111733
62,0.7910714285714285,leuk,0.6718198379967362,10,False,1.0,DecisionTreeClassifier,0.2857142857142857,20,0.19398644229924514,2016-07-29 14:43:43.783634
63,0.9256410256410257,bladder,0.45185475901234895,10,False,1.0,RandomForestClassifier,0.5833333333333334,20,0.13665127156277712,2016-07-29 14:43:44.545089
64,0.8423076923076923,bladder,10.974412164010573,10,False,1.0,AdaBoostClassifier,0.0,20,0.30623586926838187,2016-07-29 14:43:55.519278
65,0.8942307692307692,bladder,1.0997762129991315,10,False,1.0,DecisionTreeClassifier,0.5833333333333334,20,0.12910740194128656,2016-07-29 14:43:56.619086
66,0.8483333333333334,liver,0.8573677009844687,10,False,1.0,RandomForestClassifier,0.25,20,0.22184050265174762,2016-07-29 14:43:57.865709
67,0.6483333333333333,liver,14.73620328400284,10,False,0.9523809523809523,AdaBoostClassifier,0.15,20,0.2428199084434963,2016-07-29 14:44:12.601603
68,0.7807142857142857,liver,2.5880697540123947,10,False,0.9523809523809523,DecisionTreeClassifier,0.4,20,0.1459213048560228,2016-07-29 14:44:15.189664
69,0.8428571428571427,prostate,0.26254409400280565,10,False,1.0,RandomForestClassifier,0.7142857142857143,20,0.1,2016-07-29 14:44:15.469404
70,0.7758241758241757,prostate,0.6737854370148852,10,False,0.8571428571428571,AdaBoostClassifier,0.5714285714285714,20,0.0971393763982838,2016-07-29 14:44:16.143304
71,0.706043956043956,prostate,0.09908162598730996,10,False,0.8571428571428571,DecisionTreeClassifier,0.42857142857142855,20,0.12428396535919323,2016-07-29 14:44:16.242481
72,0.7857142857142856,colon,0.24690944599569775,10,False,1.0,RandomForestClassifier,0.3333333333333333,20,0.2592943502868949,2016-07-29 14:44:16.582715
73,0.8023809523809524,colon,1.825926849996904,10,False,1.0,AdaBoostClassifier,0.3333333333333333,20,0.22158212801528537,2016-07-29 14:44:18.408671
74,0.7357142857142857,colon,0.1713090260163881,10,False,1.0,DecisionTreeClassifier,0.3333333333333333,20,0.21466896943878336,2016-07-29 14:44:18.580152
75,0.8428571428571429,leuk,0.9154134389827959,10,False,1.0,RandomForestClassifier,0.2857142857142857,60,0.23430313524081037,2016-07-29 14:44:19.877018
76,0.8857142857142856,leuk,20.247403224988375,10,False,1.0,AdaBoostClassifier,0.5714285714285714,60,0.1538618516324144,2016-07-29 14:44:40.123909
77,0.8464285714285713,leuk,0.682361499988474,10,False,1.0,DecisionTreeClassifier,0.5714285714285714,60,0.1353378237249744,2016-07-29 14:44:40.806364
78,0.9256410256410257,bladder,1.126251843990758,10,False,1.0,RandomForestClassifier,0.5833333333333334,60,0.12607851617918925,2016-07-29 14:44:42.257159
79,0.9256410256410256,bladder,31.303698002011515,10,False,1.0,AdaBoostClassifier,0.6666666666666666,60,0.11453390093840475,2016-07-29 14:45:13.560036
80,0.9358974358974359,bladder,1.115163031994598,10,False,1.0,DecisionTreeClassifier,0.8333333333333334,60,0.07068742949789857,2016-07-29 14:45:14.675234
81,0.853095238095238,liver,2.038571295008296,10,False,1.0,RandomForestClassifier,0.2,60,0.24335627978658084,2016-07-29 14:45:17.085699
82,0.6569047619047619,liver,43.03983175501344,10,False,1.0,AdaBoostClassifier,0.15,60,0.27408981512885444,2016-07-29 14:46:00.124324
83,0.7661904761904762,liver,2.440993044001516,10,False,0.9523809523809523,DecisionTreeClassifier,0.4,60,0.14983664574516897,2016-07-29 14:46:02.565361
84,0.8346153846153845,prostate,0.6708127270103432,10,False,0.9285714285714286,RandomForestClassifier,0.7142857142857143,60,0.07153204677439906,2016-07-29 14:46:03.251511
85,0.7758241758241757,prostate,1.8167723299993668,10,False,0.8571428571428571,AdaBoostClassifier,0.5714285714285714,60,0.10225686583458717,2016-07-29 14:46:05.068314
86,0.7197802197802198,prostate,0.100248853006633,10,False,0.8571428571428571,DecisionTreeClassifier,0.5,60,0.10235129675932501,2016-07-29 14:46:05.168642
87,0.7857142857142858,colon,0.6139321259979624,10,False,1.0,RandomForestClassifier,0.3333333333333333,60,0.2248708372022399,2016-07-29 14:46:05.864143
88,0.8023809523809524,colon,5.2783720870211255,10,False,1.0,AdaBoostClassifier,0.3333333333333333,60,0.22158212801528537,2016-07-29 14:46:11.142500
89,0.669047619047619,colon,0.18114861799404025,10,False,1.0,DecisionTreeClassifier,0.16666666666666666,60,0.2901344594065782,2016-07-29 14:46:11.323702
90,0.8857142857142858,leuk,1.4097448360116687,10,False,1.0,RandomForestClassifier,0.42857142857142855,100,0.2,2016-07-29 14:46:13.083871
91,0.8857142857142858,leuk,31.505166930000996,10,False,1.0,AdaBoostClassifier,0.5714285714285714,100,0.13997084244475305,2016-07-29 14:46:44.588205
92,0.8196428571428571,leuk,0.617521106993081,10,False,1.0,DecisionTreeClassifier,0.7142857142857143,100,0.10962889627264877,2016-07-29 14:46:45.205808
93,0.8923076923076921,bladder,1.7465702779882122,10,False,1.0,RandomForestClassifier,0.4166666666666667,100,0.18662104965295317,2016-07-29 14:46:47.253460
94,0.9256410256410256,bladder,52.92064180900343,10,False,1.0,AdaBoostClassifier,0.6666666666666666,100,0.11453390093840475,2016-07-29 14:47:40.172626
95,0.8698717948717947,bladder,1.0875720159965567,10,False,1.0,DecisionTreeClassifier,0.4166666666666667,100,0.17136019444233902,2016-07-29 14:47:41.260284
96,0.858095238095238,liver,3.2953601089830045,10,False,1.0,RandomForestClassifier,0.25,100,0.2300354897197653,2016-07-29 14:47:44.928588
97,0.6764285714285714,liver,71.56643360300222,10,False,1.0,AdaBoostClassifier,0.15,100,0.2577208011353924,2016-07-29 14:48:56.492981
98,0.7659523809523809,liver,2.415324684989173,10,False,0.9523809523809523,DecisionTreeClassifier,0.35,100,0.16827472543419777,2016-07-29 14:48:58.908286
99,0.8203296703296703,prostate,1.0023449560103472,10,False,0.9285714285714286,RandomForestClassifier,0.6428571428571429,100,0.07943504476865901,2016-07-29 14:48:59.925457
100,0.8054945054945055,prostate,2.9363936060108244,10,False,0.9285714285714286,AdaBoostClassifier,0.5714285714285714,100,0.09115581673578237,2016-07-29 14:49:02.861823
101,0.7417582417582418,prostate,0.09809946300811134,10,False,0.8461538461538461,DecisionTreeClassifier,0.6428571428571429,100,0.06360349946588034,2016-07-29 14:49:02.960000
102,0.7523809523809524,colon,0.935562612983631,10,False,1.0,RandomForestClassifier,0.3333333333333333,100,0.2821604374671533,2016-07-29 14:49:03.963702
103,0.8023809523809524,colon,8.177793070994085,10,False,1.0,AdaBoostClassifier,0.3333333333333333,100,0.22158212801528537,2016-07-29 14:49:12.141365
104,0.7357142857142857,colon,0.15110605300287716,10,False,1.0,DecisionTreeClassifier,0.3333333333333333,100,0.21466896943878336,2016-07-29 14:49:12.292555
